case,tx_id,group_id,segment_index,group_segments,tx_time_ns,arrival_ns,sender,receiver,kind,app_source,app_id,hop_seq,ack_bits,dack_bits,decision,reason,boundary_distance_ns
ok,149,159,1,1,14131000028,14153501028,5,1,DATA,5,34,55,0,0,pass,none,-1
ok,150,160,1,1,14181961028,14204042028,1,5,ACK,0,0,55,36028797018963967,0,pass,none,-1
ok,151,161,1,1,14220961028,14243042028,1,5,ACK,0,0,55,36028797018963967,0,pass,none,-1
ok,152,162,1,1,14259961028,14282042028,1,5,ACK,0,0,55,36028797018963967,0,pass,none,-1
ok,153,163,1,1,14298961028,14321042028,1,5,ACK,0,0,55,36028797018963967,0,pass,none,-1
ok,154,164,1,1,14337961028,14360042028,1,5,ACK,0,0,55,36028797018963967,0,pass,none,-1
ok,155,165,1,1,15132000028,15154501028,5,1,DATA,5,35,56,0,0,pass,none,-1
ok,156,166,1,1,15182961028,15205042028,1,5,ACK,0,0,56,72057594037927935,0,pass,none,-1
ok,157,167,1,1,15221961028,15244042028,1,5,ACK,0,0,56,72057594037927935,0,pass,none,-1
ok,158,168,1,1,15260961028,15283042028,1,5,ACK,0,0,56,72057594037927935,0,pass,none,-1
ok,159,169,1,1,15299961028,15322042028,1,5,ACK,0,0,56,72057594037927935,0,pass,none,-1
ok,160,170,1,1,15338961028,15361042028,1,5,ACK,0,0,56,72057594037927935,0,pass,none,-1
ok,161,171,1,1,16133000028,16155501028,5,1,DATA,5,36,57,0,0,pass,none,-1
ok,162,172,1,1,16183961028,16206042028,1,5,ACK,0,0,57,144115188075855871,0,pass,none,-1
ok,163,173,1,1,16222961028,16245042028,1,5,ACK,0,0,57,144115188075855871,0,pass,none,-1
ok,164,174,1,1,16261961028,16284042028,1,5,ACK,0,0,57,144115188075855871,0,pass,none,-1
ok,165,175,1,1,16300961028,16323042028,1,5,ACK,0,0,57,144115188075855871,0,pass,none,-1
ok,166,176,1,1,16339961028,16362042028,1,5,ACK,0,0,57,144115188075855871,0,pass,none,-1
ok,167,177,1,1,17134000028,17156501028,5,1,DATA,5,37,58,0,0,pass,none,-1
ok,168,178,1,1,17184961028,17207042028,1,5,ACK,0,0,58,288230376151711743,0,pass,none,-1
ok,169,179,1,1,17223961028,17246042028,1,5,ACK,0,0,58,288230376151711743,0,pass,none,-1
ok,170,180,1,1,17262961028,17285042028,1,5,ACK,0,0,58,288230376151711743,0,pass,none,-1
ok,171,181,1,1,17301961028,17324042028,1,5,ACK,0,0,58,288230376151711743,0,pass,none,-1
ok,172,182,1,1,17340961028,17363042028,1,5,ACK,0,0,58,288230376151711743,0,pass,none,-1
ok,173,183,1,1,18135000028,18157501028,5,1,DATA,5,38,59,0,0,pass,none,-1
ok,174,184,1,1,18185961028,18208042028,1,5,ACK,0,0,59,576460752303423487,0,pass,none,-1
ok,175,185,1,1,18224961028,18247042028,1,5,ACK,0,0,59,576460752303423487,0,pass,none,-1
ok,176,186,1,1,18263961028,18286042028,1,5,ACK,0,0,59,576460752303423487,0,pass,none,-1
ok,177,187,1,1,18302961028,18325042028,1,5,ACK,0,0,59,576460752303423487,0,pass,none,-1
ok,178,188,1,1,18341961028,18364042028,1,5,ACK,0,0,59,576460752303423487,0,pass,none,-1
ok,179,189,1,1,19136000028,19158501028,5,1,DATA,5,39,60,0,0,pass,none,-1
ok,180,190,1,1,19186961028,19209042028,1,5,ACK,0,0,60,1152921504606846975,0,pass,none,-1
ok,181,191,1,1,19225961028,19248042028,1,5,ACK,0,0,60,1152921504606846975,0,pass,none,-1
ok,182,192,1,1,19264961028,19287042028,1,5,ACK,0,0,60,1152921504606846975,0,pass,none,-1
ok,183,193,1,1,19303961028,19326042028,1,5,ACK,0,0,60,1152921504606846975,0,pass,none,-1
ok,184,194,1,1,19342961028,19365042028,1,5,ACK,0,0,60,1152921504606846975,0,pass,none,-1
ok,185,195,1,1,20137000028,20159501028,5,1,DATA,5,40,61,0,0,pass,none,-1
ok,186,196,1,1,20187961028,20210042028,1,5,ACK,0,0,61,2305843009213693951,0,pass,none,-1
ok,187,197,1,1,20226961028,20249042028,1,5,ACK,0,0,61,2305843009213693951,0,pass,none,-1
ok,188,198,1,1,20265961028,20288042028,1,5,ACK,0,0,61,2305843009213693951,0,pass,none,-1
ok,189,199,1,1,20304961028,20327042028,1,5,ACK,0,0,61,2305843009213693951,0,pass,none,-1
ok,190,200,1,1,20343961028,20366042028,1,5,ACK,0,0,61,2305843009213693951,0,pass,none,-1
ok,191,201,1,1,21138000028,21160501028,5,1,DATA,5,41,62,0,0,pass,none,-1
ok,192,202,1,1,21188961028,21211042028,1,5,ACK,0,0,62,4611686018427387903,0,pass,none,-1
ok,193,203,1,1,21227961028,21250042028,1,5,ACK,0,0,62,4611686018427387903,0,pass,none,-1
ok,194,204,1,1,21266961028,21289042028,1,5,ACK,0,0,62,4611686018427387903,0,pass,none,-1
ok,195,205,1,1,21305961028,21328042028,1,5,ACK,0,0,62,4611686018427387903,0,pass,none,-1
ok,196,206,1,1,21344961028,21367042028,1,5,ACK,0,0,62,4611686018427387903,0,pass,none,-1
ok,197,207,1,3,21918000028,21946261028,4,5,DATA,4,22,22,0,0,pass,none,-1
ok,197,207,2,3,21918000028,21946261028,4,5,DATA,4,23,23,0,0,pass,none,-1
ok,197,207,3,3,21918000028,21946261028,4,5,DATA,4,24,24,0,0,pass,none,-1
ok,198,208,1,1,22087000028,22120601028,5,4,ACK,0,0,24,16776967,248,pass,none,-1
ok,198,209,2,4,22087000028,22120601028,5,1,DATA,4,22,63,0,0,pass,none,-1
ok,198,209,3,4,22087000028,22120601028,5,1,DATA,4,23,64,0,0,pass,none,-1
ok,198,209,4,4,22087000028,22120601028,5,1,DATA,4,24,65,0,0,pass,none,-1
ok,198,209,5,4,22087000028,22120601028,5,1,DATA,5,42,66,0,0,pass,none,-1
ok,199,210,1,2,22113000028,22138381028,4,5,DATA,4,25,25,0,0,pass,none,-1
ok,199,210,2,2,22113000028,22138381028,4,5,DATA,4,26,26,0,0,pass,none,-1
ok,200,211,1,1,22139000028,22166841028,5,4,ACK,0,0,26,67107871,992,pass,none,-1
ok,200,212,2,2,22139000028,22166841028,5,1,DATA,4,25,67,0,0,pass,none,-1
ok,200,212,3,2,22139000028,22166841028,5,1,DATA,4,26,68,0,0,pass,none,-1
